Prompt 1,Prompt 2,Prompt 3,Prompt 4,Prompt 5,doc_name,sent_idx,text,mention pair,label
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}
 {'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}
 {'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}
 {'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}
 {'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}
 {'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}
 {'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}
 {'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}
 {'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}
 {'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}
 {'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",1.0
"(0, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[4 5]," Here is the transcript of the announcement.  President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee. ","[{'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': ""I 'd"", 'start_token_id': 63, 'end_token_id': 64}]",1.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'our', 'start_token_id': 72, 'end_token_id': 72}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'system', 'start_token_id': 80, 'end_token_id': 80}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'that', 'start_token_id': 81, 'end_token_id': 81}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'Barack Obama', 'start_token_id': 51, 'end_token_id': 52}
 {'mention': 'she', 'start_token_id': 82, 'end_token_id': 82}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': ""America 's"", 'start_token_id': 57, 'end_token_id': 58}]",0.0
"(5, 5)","(5, 5)","(5, 5)","(5, 5)","(5, 5)",34_11ecbplus.xml,[5 6]," President Barack Obama: Before I introduce America's next surgeon general, I'd like to say a few words about our ongoing efforts to reform the health care system that she will help oversee.  We are now closer to the goal of health care reform than we have ever been. ","[{'mention': 'I', 'start_token_id': 55, 'end_token_id': 55}
 {'mention': 'surgeon general', 'start_token_id': 60, 'end_token_id': 61}]",0.0
